numer_sta,date,t,u,pres,tend24
7630,20200414180000,294.650000,33,99450,-70
7690,20200414180000,289.150000,77,100920,-80
7015,20200414210000,280.150000,62,102050,-20
7110,20200414210000,280.150000,79,100970,-110
7149,20200414210000,282.050000,53,101310,140
7190,20200414210000,278.650000,55,100690,420
7481,20200414210000,283.450000,34,98920,510
7630,20200414210000,288.350000,53,99530,-150
7690,20200414210000,288.950000,67,101190,90
7015,20200415000000,277.750000,76,102000,-160
7110,20200415000000,278.450000,89,100900,-240
7149,20200415000000,279.950000,61,101200,-110
7190,20200415000000,275.250000,71,100650,210
7481,20200415000000,280.150000,54,99020,510
7630,20200415000000,286.550000,67,99640,-50
7690,20200415000000,288.450000,79,101540,480
7015,20200415030000,277.050000,80,101940,-230
7110,20200415030000,277.750000,83,100740,-390
7149,20200415030000,278.450000,65,101150,-260
7190,20200415030000,273.050000,84,100620,80
7481,20200415030000,277.550000,65,99080,390
7630,20200415030000,288.150000,37,99640,-70
7690,20200415030000,288.650000,69,101720,770
7015,20200415060000,277.250000,76,101960,-250
7110,20200415060000,278.950000,85,100630,-580
7149,20200415060000,278.650000,63,101190,-320
7190,20200415060000,274.650000,79,100670,10
7481,20200415060000,278.650000,61,99230,380
7630,20200415060000,285.450000,47,99660,-70
7690,20200415060000,287.650000,74,101900,990
7015,20200415090000,284.250000,47,101890,-410
7110,20200415090000,284.850000,57,100570,-650
7149,20200415090000,284.550000,39,101150,-380
7190,20200415090000,284.050000,37,100680,-30
7481,20200415090000,286.350000,46,99260,330
7630,20200415090000,290.050000,55,99760,-20
7690,20200415090000,289.850000,62,102010,1070
7015,20200415120000,287.850000,40,101720,-480
7110,20200415120000,290.750000,37,100300,-840
7149,20200415120000,289.950000,31,100930,-540
7190,20200415120000,289.350000,28,100480,-170
7481,20200415120000,294.250000,29,99100,190
7630,20200415120000,294.150000,50,99690,20
7690,20200415120000,290.050000,54,102030,1160
7015,20200415150000,290.450000,33,101490,-600
7110,20200415150000,293.650000,29,100130,-890
7149,20200415150000,291.750000,29,100730,-600
7190,20200415150000,292.250000,26,100270,-290
7481,20200415150000,296.050000,24,98920,140
7630,20200415150000,292.650000,56,99670,160
7690,20200415150000,289.050000,65,101920,1060
7015,20200415180000,289.750000,37,101310,-740
7110,20200415180000,292.050000,38,100080,-870
7149,20200415180000,290.250000,33,100670,-610
7190,20200415180000,289.450000,31,100160,-440
7481,20200415180000,294.250000,37,98960,150
7630,20200415180000,288.150000,77,99780,330
7690,20200415180000,288.350000,63,101970,1050
7015,20200415210000,285.850000,48,101300,-750
7110,20200415210000,284.350000,74,100170,-800
7149,20200415210000,286.150000,43,100650,-660
7190,20200415210000,283.050000,47,100210,-480
7481,20200415210000,290.050000,46,99140,220
7630,20200415210000,287.650000,77,99900,370
7690,20200415210000,286.550000,68,102020,830
7015,20200416000000,282.250000,59,101230,-770
7110,20200416000000,288.150000,52,100070,-830
7149,20200416000000,283.550000,54,100570,-630
7190,20200416000000,278.650000,69,100210,-440
7481,20200416000000,287.750000,37,99210,190
7630,20200416000000,287.450000,78,99920,280
7690,20200416000000,285.150000,69,102010,470
7015,20200416030000,281.550000,61,101090,-850
7110,20200416030000,286.250000,60,99950,-790
7149,20200416030000,282.050000,69,100530,-620
7190,20200416030000,276.950000,77,100160,-460
7481,20200416030000,285.850000,55,99160,80
7630,20200416030000,286.450000,80,99880,240
7690,20200416030000,284.850000,65,101960,240
7015,20200416060000,280.650000,67,101040,-920
7110,20200416060000,285.950000,76,99930,-700
7149,20200416060000,282.550000,75,100580,-610
7190,20200416060000,279.550000,75,100170,-500
7481,20200416060000,285.350000,63,99190,-40
7630,20200416060000,286.450000,80,99960,300
7690,20200416060000,286.150000,58,101960,60
7015,20200416090000,288.750000,49,101030,-860
7110,20200416090000,288.350000,80,100030,-540
7149,20200416090000,290.950000,55,100600,-550
7190,20200416090000,290.950000,39,100120,-560
7481,20200416090000,290.550000,40,99160,-100
7630,20200416090000,290.550000,64,99950,190
7690,20200416090000,290.550000,50,101930,-80
7015,20200416120000,293.950000,42,100990,-730
7110,20200416120000,290.850000,64,100140,-160
7149,20200416120000,294.850000,51,100540,-390
7190,20200416120000,296.450000,33,99970,-510
7481,20200416120000,294.250000,27,98960,-140
7630,20200416120000,293.050000,53,99880,190
7690,20200416120000,290.850000,66,101890,-140
7015,20200416150000,294.650000,40,100950,-540
7110,20200416150000,292.150000,58,100110,-20
7149,20200416150000,296.550000,44,100450,-280
7190,20200416150000,298.650000,29,99760,-510
7481,20200416150000,295.650000,28,98780,-140
7630,20200416150000,292.150000,55,99680,10
7690,20200416150000,289.850000,68,101770,-150
7015,20200416180000,293.850000,41,100900,-410
7110,20200416180000,289.150000,65,100080,0
7149,20200416180000,294.350000,50,100410,-260
7190,20200416180000,294.750000,38,99690,-470
7481,20200416180000,293.950000,32,98770,-190
7630,20200416180000,289.450000,63,99680,-100
7690,20200416180000,288.450000,68,101740,-230
7015,20200416210000,288.350000,57,101000,-300
7110,20200416210000,284.750000,89,100160,-10
7149,20200416210000,289.550000,65,100460,-190
7190,20200416210000,286.450000,62,99800,-410
7481,20200416210000,290.650000,36,98880,-260
7630,20200416210000,287.550000,72,99740,-160
7690,20200416210000,286.450000,68,101790,-230
7015,20200417000000,286.050000,63,101010,-220
7110,20200417000000,283.950000,95,100040,-30
7149,20200417000000,287.750000,75,100460,-110
7190,20200417000000,285.050000,71,99830,-380
7481,20200417000000,287.850000,33,98930,-280
7630,20200417000000,287.750000,78,99750,-170
7690,20200417000000,284.550000,63,101770,-240
7015,20200417030000,282.850000,77,101040,-50
7110,20200417030000,285.150000,94,99940,-10
7149,20200417030000,285.950000,84,100420,-110
7190,20200417030000,282.850000,79,99840,-320
7481,20200417030000,285.950000,46,98930,-230
7630,20200417030000,287.450000,83,99720,-160
7690,20200417030000,284.050000,60,101700,-260
7015,20200417060000,283.750000,70,101030,-10
7110,20200417060000,283.550000,95,99800,-130
7149,20200417060000,286.450000,78,100370,-210
7190,20200417060000,285.050000,76,99900,-270
7481,20200417060000,285.050000,58,98930,-260
7630,20200417060000,287.450000,86,99710,-250
7690,20200417060000,284.450000,60,101760,-200
7015,20200417090000,288.150000,62,101010,-20
7110,20200417090000,288.150000,86,99810,-220
7149,20200417090000,291.850000,59,100340,-260
7190,20200417090000,293.550000,47,99830,-290
7481,20200417090000,290.650000,31,98890,-270
7630,20200417090000,290.550000,73,99760,-190
7690,20200417090000,290.150000,65,101710,-220
7015,20200417120000,292.950000,52,100910,-80
7110,20200417120000,290.550000,75,99850,-290
7149,20200417120000,294.950000,49,100270,-270
7190,20200417120000,297.250000,37,99700,-270
7481,20200417120000,293.650000,26,98750,-210
7630,20200417120000,290.750000,72,99690,-190
7690,20200417120000,289.650000,76,101680,-210
7015,20200417150000,294.850000,47,100780,-170
7110,20200417150000,290.350000,76,99880,-230
7149,20200417150000,296.550000,39,100210,-240
7190,20200417150000,297.850000,35,99570,-190
7481,20200417150000,294.950000,30,98660,-120
7630,20200417150000,291.450000,68,99580,-100
7690,20200417150000,289.950000,78,101580,-190
7015,20200417180000,290.850000,70,100780,-120
7110,20200417180000,288.850000,68,99950,-130
7149,20200417180000,294.250000,50,100170,-240
7190,20200417180000,295.050000,41,99570,-120
7481,20200417180000,292.050000,33,98670,-100
7630,20200417180000,289.350000,75,99580,-100
7690,20200417180000,288.450000,85,101550,-190
7015,20200417210000,287.750000,79,100830,-170
7110,20200417210000,285.850000,87,100070,-90
7149,20200417210000,290.350000,73,100240,-220
7190,20200417210000,289.350000,61,99620,-180
7481,20200417210000,288.850000,53,98680,-200
7630,20200417210000,288.050000,83,99740,0
7690,20200417210000,288.150000,89,101590,-200
7015,20200418000000,286.150000,68,100800,-210
7110,20200418000000,285.250000,93,100100,60
7149,20200418000000,289.950000,71,100270,-190
7190,20200418000000,285.150000,77,99650,-180
7481,20200418000000,287.450000,66,98720,-210
7630,20200418000000,288.250000,83,99920,170
7690,20200418000000,288.350000,83,101590,-180
7015,20200418030000,285.150000,66,100760,-280
7110,20200418030000,285.350000,92,100170,230
7149,20200418030000,287.150000,85,100370,-50
7190,20200418030000,283.850000,82,99660,-180
7481,20200418030000,286.850000,73,98880,-50
7630,20200418030000,287.450000,82,99920,200
7690,20200418030000,286.450000,84,101530,-170
7015,20200418060000,283.250000,93,101040,10
7110,20200418060000,285.450000,94,100260,460
7149,20200418060000,287.350000,79,100440,70
7190,20200418060000,285.950000,80,99780,-120
7481,20200418060000,286.450000,77,98960,30
7630,20200418060000,286.750000,86,99980,270
7690,20200418060000,285.850000,80,101560,-200
7015,20200418090000,284.350000,98,101030,20
7110,20200418090000,286.750000,87,100360,550
7149,20200418090000,292.250000,66,100540,200
7190,20200418090000,293.650000,47,99770,-60
7481,20200418090000,291.150000,61,98920,30
7630,20200418090000,290.050000,78,99940,180
7690,20200418090000,290.350000,68,101640,-70
7015,20200418120000,288.850000,80,101070,160
7110,20200418120000,287.550000,87,100470,620
7149,20200418120000,295.750000,45,100520,250
7190,20200418120000,297.750000,37,99730,30
7481,20200418120000,295.750000,44,98820,70
7630,20200418120000,294.050000,63,99860,170
7690,20200418120000,290.750000,72,101590,-90
7015,20200418150000,289.350000,76,101090,310
7110,20200418150000,290.350000,73,100450,570
7149,20200418150000,294.950000,45,100460,250
7190,20200418150000,297.250000,43,99740,170
7481,20200418150000,296.050000,42,98700,40
7630,20200418150000,293.450000,63,99720,140
7690,20200418150000,290.550000,81,101430,-150
7015,20200418180000,287.350000,77,101150,370
7110,20200418180000,287.250000,82,100490,540
7149,20200418180000,291.550000,66,100540,370
7190,20200418180000,294.050000,49,99720,150
7481,20200418180000,292.850000,60,98720,50
7630,20200418180000,290.350000,74,99670,90
7690,20200418180000,289.050000,88,101370,-180
7015,20200418210000,283.750000,67,101290,460
7110,20200418210000,283.050000,93,100580,510
7149,20200418210000,287.850000,75,100650,410
7190,20200418210000,288.050000,70,99830,210
7481,20200418210000,289.950000,75,98720,40
7630,20200418210000,289.250000,78,99700,-40
7690,20200418210000,288.550000,90,101400,-190
7015,20200419000000,281.150000,89,101300,500
7110,20200419000000,282.350000,97,100570,470
7149,20200419000000,287.650000,79,100620,350
7190,20200419000000,284.350000,87,99800,150
7481,20200419000000,288.150000,77,98670,-50
7630,20200419000000,287.850000,84,99510,-410
7690,20200419000000,288.450000,91,101300,-290
7015,20200419030000,280.750000,96,101270,510
7110,20200419030000,280.050000,97,100500,330
7149,20200419030000,286.150000,95,100610,240
7190,20200419030000,282.950000,91,99790,130
7481,20200419030000,286.750000,81,98500,-380
7630,20200419030000,287.550000,83,99510,-410
7690,20200419030000,288.650000,85,101200,-330
7015,20200419060000,281.250000,95,101240,200
7110,20200419060000,280.950000,99,100540,280
7149,20200419060000,286.350000,92,100640,200
7190,20200419060000,285.650000,83,99800,20
7481,20200419060000,286.050000,86,98530,-430
7630,20200419060000,286.650000,96,99480,-500
7690,20200419060000,288.450000,83,101260,-300
7015,20200419090000,285.450000,78,101260,230
7110,20200419090000,285.450000,97,100490,130
7149,20200419090000,288.050000,69,100590,50
7190,20200419090000,291.450000,63,99790,20
7481,20200419090000,288.950000,76,98500,-420
7630,20200419090000,286.950000,97,99430,-510
7690,20200419090000,288.050000,90,101170,-470
7015,20200419120000,288.950000,67,101170,100
7110,20200419120000,289.450000,75,100450,-20
7149,20200419120000,292.150000,53,100450,-70
7190,20200419120000,295.050000,49,99550,-180
7481,20200419120000,291.350000,70,98400,-420
7630,20200419120000,288.250000,90,99370,-490
7690,20200419120000,288.650000,91,101070,-520
7015,20200419150000,288.250000,66,101100,10
7110,20200419150000,288.050000,79,100360,-90
7149,20200419150000,292.850000,50,100270,-190
7190,20200419150000,295.950000,46,99390,-350
7481,20200419150000,289.750000,84,98280,-420
7630,20200419150000,290.950000,72,99230,-490
7690,20200419150000,288.450000,93,100910,-520
7015,20200419180000,288.050000,70,101080,-70
7110,20200419180000,284.650000,88,100330,-160
7149,20200419180000,290.250000,63,100230,-310
7190,20200419180000,292.950000,48,99400,-320
7481,20200419180000,289.350000,83,98220,-500
7630,20200419180000,289.350000,87,99220,-450
7690,20200419180000,288.350000,91,100790,-580
7015,20200419210000,286.450000,76,101080,-210
7110,20200419210000,283.050000,92,100360,-220
7149,20200419210000,286.550000,76,100290,-360
7190,20200419210000,289.350000,57,99560,-270
7481,20200419210000,288.450000,94,98230,-490
7630,20200419210000,287.850000,93,99290,-410
7690,20200419210000,288.550000,92,100760,-640
7015,20200420000000,284.850000,54,101080,-220
7110,20200420000000,283.450000,81,100280,-290
7149,20200420000000,285.550000,84,100210,-410
7190,20200420000000,286.550000,63,99560,-240
7481,20200420000000,287.650000,93,98140,-530
7630,20200420000000,287.450000,96,99240,-270
7690,20200420000000,288.150000,94,100640,-660
7015,20200420030000,282.650000,61,101020,-250
7110,20200420030000,283.250000,92,100170,-330
7149,20200420030000,284.550000,86,100130,-480
7190,20200420030000,283.950000,65,99500,-290
7481,20200420030000,286.050000,96,98030,-470
7630,20200420030000,286.950000,97,99130,-380
7690,20200420030000,288.450000,94,100470,-730
7015,20200420060000,282.050000,57,101030,-210
7110,20200420060000,282.850000,95,100080,-460
7149,20200420060000,284.650000,76,100090,-550
7190,20200420060000,284.250000,64,99500,-300
7481,20200420060000,286.350000,98,97990,-540
7630,20200420060000,286.250000,97,99110,-370
7690,20200420060000,288.350000,94,100460,-800
7015,20200420090000,285.950000,50,100970,-290
7110,20200420090000,282.550000,96,99970,-520
7149,20200420090000,288.750000,56,100050,-540
7190,20200420090000,288.650000,46,99470,-320
7481,20200420090000,289.050000,86,97940,-560
7630,20200420090000,286.750000,95,99130,-300
7690,20200420090000,288.550000,93,100490,-680
7015,20200420120000,290.550000,43,100870,-300
7110,20200420120000,282.950000,96,99870,-580
7149,20200420120000,292.250000,53,99950,-500
7190,20200420120000,292.450000,36,99360,-190
7481,20200420120000,293.050000,65,97830,-570
7630,20200420120000,288.550000,87,99060,-310
7690,20200420120000,288.750000,93,100410,-660
7015,20200420150000,292.450000,31,100700,-400
7110,20200420150000,283.150000,96,99720,-640
7149,20200420150000,294.950000,44,99790,-480
7190,20200420150000,294.150000,33,99200,-190
7481,20200420150000,294.150000,59,97700,-580
7630,20200420150000,289.950000,81,98960,-270
7690,20200420150000,289.050000,91,100310,-600
7015,20200420180000,291.350000,30,100680,-400
7110,20200420180000,283.950000,97,99730,-600
7149,20200420180000,293.350000,39,99810,-420
7190,20200420180000,292.250000,36,99250,-150
7481,20200420180000,293.350000,63,97740,-480
7630,20200420180000,289.250000,85,98950,-270
7690,20200420180000,289.350000,83,100320,-470
7015,20200420210000,287.550000,40,100810,-270
7110,20200420210000,283.450000,97,99820,-540
7149,20200420210000,289.950000,40,99930,-360
7190,20200420210000,288.850000,37,99350,-210
7481,20200420210000,291.150000,80,97810,-420
7630,20200420210000,287.750000,92,99020,-270
7690,20200420210000,288.550000,87,100420,-340
7015,20200421000000,285.750000,42,100850,-230
7110,20200421000000,283.750000,97,99800,-480
7149,20200421000000,286.350000,51,99920,-290
7190,20200421000000,286.250000,43,99350,-210
7481,20200421000000,289.350000,89,97780,-360
7630,20200421000000,287.450000,95,98950,-290
7690,20200421000000,288.450000,86,100360,-280
7015,20200421030000,283.650000,45,100830,-190
7110,20200421030000,283.850000,98,99760,-410
7149,20200421030000,284.850000,51,99880,-250
7190,20200421030000,284.250000,46,99300,-200
7481,20200421030000,288.050000,81,97750,-280
7630,20200421030000,287.250000,97,98840,-290
7690,20200421030000,288.750000,77,100240,-230
7015,20200421060000,282.850000,50,100850,-180
7110,20200421060000,284.050000,98,99830,-250
7149,20200421060000,284.350000,53,99920,-170
7190,20200421060000,284.050000,50,99320,-180
7481,20200421060000,286.850000,74,97790,-200
7630,20200421060000,287.050000,97,98830,-280
7690,20200421060000,289.050000,74,100210,-250
7015,20200421090000,286.850000,43,100840,-130
7110,20200421090000,286.150000,95,99920,-50
7149,20200421090000,287.950000,44,99980,-70
7190,20200421090000,287.750000,41,99370,-100
7481,20200421090000,287.850000,68,97860,-80
7630,20200421090000,287.750000,96,98900,-230
7690,20200421090000,289.450000,72,100340,-150
7015,20200421120000,291.150000,36,100800,-70
7110,20200421120000,290.550000,68,99950,80
7149,20200421120000,290.650000,44,100020,70
7190,20200421120000,292.850000,36,99330,-30
7481,20200421120000,291.550000,56,97910,80
7630,20200421120000,290.450000,81,98910,-150
7690,20200421120000,290.750000,73,100400,-10
7015,20200421150000,293.550000,27,100710,10
7110,20200421150000,288.650000,65,99970,250
7149,20200421150000,293.250000,40,99960,170
7190,20200421150000,295.850000,29,99220,20
7481,20200421150000,291.850000,54,97900,200
7630,20200421150000,288.550000,91,98960,0
7690,20200421150000,289.150000,76,100470,160
7015,20200421180000,292.450000,31,100750,70
7110,20200421180000,286.050000,74,100070,340
7149,20200421180000,292.050000,44,100020,210
7190,20200421180000,294.550000,22,99300,50
7481,20200421180000,290.250000,61,97990,250
7630,20200421180000,286.950000,94,99130,180
7690,20200421180000,288.650000,74,100580,260
7015,20200421210000,288.550000,40,100910,100
7110,20200421210000,283.550000,84,100220,400
7149,20200421210000,289.550000,51,100130,200
7190,20200421210000,288.550000,37,99480,130
7481,20200421210000,288.450000,70,98140,330
7630,20200421210000,286.250000,94,99370,350
7690,20200421210000,287.350000,85,100730,310
7015,20200422000000,286.150000,45,101020,170
7110,20200422000000,282.850000,90,100290,490
7149,20200422000000,287.250000,51,100170,250
7190,20200422000000,285.850000,42,99520,170
7481,20200422000000,287.350000,71,98210,430
7630,20200422000000,285.950000,96,99460,510
7690,20200422000000,289.850000,48,100760,400
7015,20200422030000,284.250000,51,101070,240
7110,20200422030000,282.150000,91,100280,520
7149,20200422030000,286.250000,48,100210,330
7190,20200422030000,283.050000,50,99580,280
7481,20200422030000,285.050000,80,98250,500
7630,20200422030000,285.750000,97,99460,620
7690,20200422030000,289.950000,41,100740,500
7015,20200422060000,283.850000,55,101150,300
7110,20200422060000,282.150000,96,100340,510
7149,20200422060000,285.350000,53,100340,420
7190,20200422060000,284.750000,49,99700,380
7481,20200422060000,284.850000,85,98360,570
7630,20200422060000,286.050000,96,99590,760
7690,20200422060000,289.150000,47,100830,620
7015,20200422090000,288.350000,44,101190,350
7110,20200422090000,286.950000,81,100440,520
7149,20200422090000,290.050000,40,100370,390
7190,20200422090000,289.350000,38,99750,380
7481,20200422090000,290.950000,54,98460,600
7630,20200422090000,287.050000,90,99750,850
7690,20200422090000,290.450000,56,100960,620
7015,20200422120000,292.450000,33,101100,300
7110,20200422120000,289.350000,75,100460,510
7149,20200422120000,293.650000,35,100390,370
7190,20200422120000,294.350000,30,99700,370
7481,20200422120000,294.250000,45,98420,510
7630,20200422120000,287.750000,87,99820,910
7690,20200422120000,291.350000,45,101020,620
7015,20200422150000,295.450000,26,101040,330
7110,20200422150000,291.550000,68,100410,440
7149,20200422150000,295.450000,37,100360,400
7190,20200422150000,296.650000,25,99590,370
7481,20200422150000,296.450000,35,98350,450
7630,20200422150000,288.950000,85,99830,870
7690,20200422150000,291.550000,55,101010,540
7015,20200422180000,294.050000,28,101070,320
7110,20200422180000,287.350000,78,100480,410
7149,20200422180000,294.150000,40,100420,400
7190,20200422180000,294.350000,26,99680,380
7481,20200422180000,294.750000,45,98430,440
7630,20200422180000,288.150000,86,99930,800
7690,20200422180000,290.350000,63,101090,510
7015,20200422210000,290.050000,38,101220,310
7110,20200422210000,284.650000,87,100620,400
7149,20200422210000,287.850000,59,100580,450
7190,20200422210000,289.250000,37,99840,360
7481,20200422210000,290.050000,72,98670,530
7630,20200422210000,287.350000,89,100150,780
7690,20200422210000,289.250000,65,101290,560
7015,20200423000000,286.050000,47,101280,260
7110,20200423000000,281.150000,90,100620,330
7149,20200423000000,285.850000,66,100630,460
7190,20200423000000,283.950000,51,99900,380
7481,20200423000000,287.750000,84,98800,590
7630,20200423000000,286.350000,94,100190,730
7690,20200423000000,287.750000,63,101340,580
7015,20200423030000,284.150000,54,101280,210
7110,20200423030000,281.150000,94,100590,310
7149,20200423030000,284.650000,71,100630,420
7190,20200423030000,283.250000,56,100010,430
7481,20200423030000,286.550000,89,98870,620
7630,20200423030000,285.750000,95,100170,710
7690,20200423030000,285.950000,57,101360,620
7015,20200423060000,284.050000,61,101360,210
7110,20200423060000,281.350000,94,100620,280
7149,20200423060000,286.050000,66,100750,410
7190,20200423060000,284.850000,54,100140,440
7481,20200423060000,286.350000,89,98980,620
7630,20200423060000,286.050000,91,100210,620
7690,20200423060000,286.350000,52,101490,660
7015,20200423090000,291.150000,45,101370,180
7110,20200423090000,289.750000,64,100650,210
7149,20200423090000,292.750000,41,100790,420
7190,20200423090000,290.550000,43,100160,410
7481,20200423090000,291.250000,69,99030,570
7630,20200423090000,287.550000,84,100280,530
7690,20200423090000,293.750000,30,101540,580
7015,20200423120000,295.750000,27,101290,190
7110,20200423120000,293.950000,54,100610,150
7149,20200423120000,297.050000,27,100710,320
7190,20200423120000,295.050000,27,100030,330
7481,20200423120000,295.050000,50,98910,490
7630,20200423120000,288.150000,83,100250,430
7690,20200423120000,292.850000,48,101520,500
7015,20200423150000,296.350000,27,101150,110
7110,20200423150000,293.750000,56,100570,160
7149,20200423150000,298.650000,24,100570,210
7190,20200423150000,296.650000,26,99860,270
7481,20200423150000,297.050000,44,98750,400
7630,20200423150000,289.650000,80,100110,280
7690,20200423150000,292.750000,54,101440,430
7015,20200423180000,293.950000,37,101090,20
7110,20200423180000,287.550000,81,100580,100
7149,20200423180000,297.250000,29,100520,100
7190,20200423180000,293.750000,31,99790,110
7481,20200423180000,296.150000,40,98710,280
7630,20200423180000,289.350000,80,100060,130
7690,20200423180000,290.550000,64,101390,300
7015,20200423210000,288.950000,48,101150,-70
7110,20200423210000,284.650000,95,100640,20
7149,20200423210000,292.550000,38,100590,10
7190,20200423210000,286.250000,49,99860,20
7481,20200423210000,290.550000,58,98800,130
7630,20200423210000,286.550000,94,100090,-60
7690,20200423210000,288.350000,52,101470,180
7015,20200424000000,284.850000,64,101080,-200
7110,20200424000000,284.950000,95,100590,-30
7149,20200424000000,286.450000,60,100550,-80
7190,20200424000000,281.750000,68,99790,-110
7481,20200424000000,289.050000,70,98800,0
7630,20200424000000,284.250000,96,100010,-180
7690,20200424000000,287.550000,53,101420,80
7015,20200424030000,280.850000,81,101020,-260
7110,20200424030000,285.050000,89,100510,-80
7149,20200424030000,283.750000,74,100470,-160
7190,20200424030000,279.950000,75,99740,-270
7481,20200424030000,286.650000,77,98770,-100
7630,20200424030000,282.050000,97,99900,-270
7690,20200424030000,286.950000,57,101340,-20
7015,20200424060000,280.850000,90,101040,-320
7110,20200424060000,285.250000,91,100470,-150
7149,20200424060000,285.950000,70,100490,-260
7190,20200424060000,282.750000,73,99740,-400
7481,20200424060000,286.250000,81,98820,-160
7630,20200424060000,283.250000,99,99890,-320
7690,20200424060000,288.250000,53,101360,-130
7015,20200424090000,289.050000,61,101030,-340
7110,20200424090000,285.350000,95,100510,-140
7149,20200424090000,293.850000,52,100480,-310
7190,20200424090000,292.550000,45,99690,-470
7481,20200424090000,292.350000,62,98790,-240
7630,20200424090000,286.350000,99,99880,-400
7690,20200424090000,290.850000,62,101310,-230
7015,20200424120000,292.650000,37,100940,-350
7110,20200424120000,287.650000,75,100440,-170
7149,20200424120000,296.250000,47,100320,-390
7190,20200424120000,297.650000,26,99520,-510
7481,20200424120000,296.650000,47,98610,-300
7630,20200424120000,294.850000,60,99680,-570
7690,20200424120000,291.350000,63,101200,-320
7015,20200424150000,293.250000,34,100830,-320
7110,20200424150000,289.450000,68,100330,-240
7149,20200424150000,295.350000,48,100200,-370
7190,20200424150000,298.150000,27,99370,-490
7481,20200424150000,298.250000,29,98390,-360
7630,20200424150000,297.050000,49,99430,-680
7690,20200424150000,291.250000,75,101070,-370
7015,20200424180000,290.050000,37,100770,-320
7110,20200424180000,286.050000,85,100270,-310
7149,20200424180000,294.050000,41,100110,-410
7190,20200424180000,295.050000,32,99290,-500
7481,20200424180000,296.350000,38,98270,-440
7630,20200424180000,294.050000,55,99360,-700
7690,20200424180000,290.150000,75,100950,-440
7015,20200424210000,284.850000,59,100890,-260
7110,20200424210000,283.850000,92,100300,-340
7149,20200424210000,290.950000,48,100230,-360
7190,20200424210000,289.450000,51,99360,-500
7481,20200424210000,291.150000,56,98350,-450
7630,20200424210000,289.350000,76,99490,-600
7690,20200424210000,288.750000,80,100970,-500
7015,20200425000000,280.750000,80,100940,-140
7110,20200425000000,281.450000,96,100290,-300
7149,20200425000000,289.550000,51,100270,-280
7190,20200425000000,287.750000,52,99380,-410
7481,20200425000000,289.150000,66,98380,-420
7630,20200425000000,287.350000,77,99480,-530
7690,20200425000000,287.450000,87,100880,-540
7015,20200425030000,279.950000,88,100930,-90
7110,20200425030000,281.950000,98,100190,-320
7149,20200425030000,286.550000,56,100230,-240
7190,20200425030000,287.150000,52,99360,-380
7481,20200425030000,287.850000,79,98330,-440
7630,20200425030000,286.550000,77,99340,-560
7690,20200425030000,288.350000,87,100850,-490
7015,20200425060000,280.550000,82,100990,-50
7110,20200425060000,283.150000,98,100140,-330
7149,20200425060000,285.650000,61,100200,-290
7190,20200425060000,286.850000,53,99420,-320
7481,20200425060000,287.750000,70,98250,-570
7630,20200425060000,286.150000,82,99270,-620
7690,20200425060000,287.350000,85,100820,-540
7015,20200425090000,282.450000,71,101030,0
7110,20200425090000,287.350000,88,100190,-320
7149,20200425090000,287.650000,55,100250,-230
7190,20200425090000,290.350000,42,99440,-250
7481,20200425090000,292.250000,56,98270,-520
7630,20200425090000,290.950000,68,99320,-560
7690,20200425090000,290.350000,77,100890,-420
7015,20200425120000,285.950000,59,100920,-20
7110,20200425120000,290.650000,67,100150,-290
7149,20200425120000,292.650000,37,100170,-150
7190,20200425120000,293.250000,33,99290,-230
7481,20200425120000,295.850000,43,98110,-500
7630,20200425120000,295.350000,52,99190,-490
7690,20200425120000,290.550000,73,100870,-330
7015,20200425150000,289.250000,49,100740,-90
7110,20200425150000,287.450000,79,100060,-270
7149,20200425150000,292.750000,39,100020,-180
7190,20200425150000,294.450000,28,99140,-230
7481,20200425150000,296.650000,41,97920,-470
7630,20200425150000,297.450000,45,98960,-470
7690,20200425150000,290.350000,81,100730,-340
7015,20200425180000,287.050000,54,100670,-100
7110,20200425180000,284.750000,86,100040,-230
7149,20200425180000,291.150000,40,99980,-130
7190,20200425180000,291.150000,38,99110,-180
7481,20200425180000,291.750000,61,97960,-310
7630,20200425180000,292.650000,57,99000,-360
7690,20200425180000,289.250000,85,100640,-310
7015,20200425210000,281.650000,71,100760,-130
7110,20200425210000,283.850000,90,100140,-160
7149,20200425210000,287.550000,52,100080,-150
7190,20200425210000,286.050000,44,99220,-140
7481,20200425210000,289.850000,70,98180,-170
7630,20200425210000,291.250000,80,99180,-310
7690,20200425210000,288.750000,86,100710,-260
7015,20200426000000,279.550000,81,100770,-170
7110,20200426000000,283.150000,93,100130,-160
7149,20200426000000,284.450000,63,100140,-130
7190,20200426000000,282.350000,54,99260,-120
7481,20200426000000,288.750000,72,98140,-240
7630,20200426000000,288.650000,79,99220,-260
7690,20200426000000,288.650000,89,100710,-170
7015,20200426030000,277.750000,89,100730,-200
7110,20200426030000,282.150000,94,100030,-160
7149,20200426030000,281.350000,75,100110,-120
7190,20200426030000,279.850000,65,99230,-130
7481,20200426030000,287.750000,75,98070,-260
7630,20200426030000,287.850000,85,99240,-100
7690,20200426030000,288.150000,89,100670,-180
7015,20200426060000,279.250000,87,100710,-280
7110,20200426060000,282.250000,96,100020,-120
7149,20200426060000,282.350000,76,100120,-80
7190,20200426060000,283.350000,61,99280,-140
7481,20200426060000,287.150000,81,98110,-140
7630,20200426060000,287.750000,88,99300,30
