numer_sta,date,t,u,pres,tend24
7110,20200303090000,278.550000,92,99220,940
7149,20200303090000,277.550000,84,99390,1650
7190,20200303090000,279.550000,69,98810,1340
7481,20200303090000,278.750000,79,97990,2080
7630,20200303090000,279.950000,84,99090,1400
7690,20200303090000,286.250000,31,99640,410
7015,20200303120000,280.750000,71,99730,1530
7110,20200303120000,279.850000,81,99570,880
7149,20200303120000,280.350000,76,99430,1630
7190,20200303120000,280.550000,65,98740,1560
7481,20200303120000,281.750000,52,97730,1730
7630,20200303120000,280.150000,90,98820,660
7690,20200303120000,287.650000,45,99650,940
7015,20200303150000,281.250000,73,99830,1430
7110,20200303150000,282.350000,68,99830,880
7149,20200303150000,281.950000,60,99480,1370
7190,20200303150000,280.650000,65,98730,1640
7481,20200303150000,282.950000,47,97640,1080
7630,20200303150000,279.050000,96,98400,-100
7690,20200303150000,286.550000,55,99570,1010
7015,20200303180000,280.150000,73,100080,1170
7110,20200303180000,279.950000,73,100050,890
7149,20200303180000,279.250000,73,99830,1130
7190,20200303180000,277.250000,88,99070,1700
7481,20200303180000,280.750000,61,97920,940
7630,20200303180000,279.850000,93,99300,370
7690,20200303180000,285.650000,57,99760,1250
7015,20200303210000,278.850000,84,100270,1120
7110,20200303210000,278.250000,87,100200,880
7149,20200303210000,276.650000,88,100100,1040
7190,20200303210000,275.050000,97,99280,1620
7481,20200303210000,279.250000,80,98300,920
7630,20200303210000,279.950000,92,99840,500
7690,20200303210000,281.850000,61,100030,1150
7015,20200304000000,276.650000,91,100470,1080
7110,20200304000000,278.750000,90,100080,750
7149,20200304000000,276.350000,88,100260,970
7190,20200304000000,272.750000,98,99450,1440
7481,20200304000000,278.050000,88,98570,810
7630,20200304000000,280.050000,90,100040,540
7690,20200304000000,282.150000,43,100220,1200
7015,20200304030000,275.650000,92,100540,1030
7110,20200304030000,279.750000,92,99810,580
7149,20200304030000,275.850000,91,100310,960
7190,20200304030000,273.550000,99,99540,1080
7481,20200304030000,277.650000,88,98730,720
7630,20200304030000,278.750000,87,100000,530
7690,20200304030000,281.250000,45,100400,1190
7015,20200304060000,276.950000,96,100580,970
7110,20200304060000,280.750000,97,99580,550
7149,20200304060000,275.950000,92,100280,900
7190,20200304060000,273.850000,96,99680,940
7481,20200304060000,276.950000,91,98800,750
7630,20200304060000,277.550000,95,99950,560
7690,20200304060000,280.150000,49,100690,1190
7015,20200304090000,278.050000,93,100590,930
7110,20200304090000,284.550000,96,99470,250
7149,20200304090000,277.450000,90,100290,900
7190,20200304090000,277.550000,89,99750,940
7481,20200304090000,279.250000,80,98780,790
7630,20200304090000,279.550000,89,99940,850
7690,20200304090000,285.650000,33,100900,1260
7015,20200304120000,280.850000,79,100550,820
7110,20200304120000,284.450000,90,99550,-20
7149,20200304120000,280.050000,86,100200,770
7190,20200304120000,282.250000,65,99660,920
7481,20200304120000,282.750000,55,98670,940
7630,20200304120000,280.850000,96,99880,1060
7690,20200304120000,286.850000,48,101000,1350
7015,20200304150000,281.950000,66,100320,490
7110,20200304150000,284.650000,82,99460,-370
7149,20200304150000,280.950000,81,99880,400
7190,20200304150000,283.750000,51,99490,760
7481,20200304150000,283.050000,49,98520,880
7630,20200304150000,283.250000,98,99710,1310
7690,20200304150000,287.250000,49,100900,1330
7015,20200304180000,279.350000,90,100200,120
7110,20200304180000,283.750000,94,99320,-730
7149,20200304180000,279.550000,94,99720,-110
7190,20200304180000,278.350000,79,99400,330
7481,20200304180000,282.950000,53,98440,520
7630,20200304180000,286.250000,95,99720,420
7690,20200304180000,285.650000,57,100950,1190
7015,20200304210000,278.950000,96,99940,-330
7110,20200304210000,282.550000,95,99160,-1040
7149,20200304210000,279.950000,96,99590,-510
7190,20200304210000,277.150000,84,99310,30
7481,20200304210000,282.450000,57,98440,140
7630,20200304210000,285.850000,94,99690,-150
7690,20200304210000,281.550000,62,101010,980
7015,20200305000000,279.450000,97,99660,-810
7110,20200305000000,282.550000,98,98730,-1350
7149,20200305000000,281.350000,97,99360,-900
7190,20200305000000,276.850000,92,99090,-360
7481,20200305000000,282.150000,61,98270,-300
7630,20200305000000,284.050000,96,99450,-590
7690,20200305000000,280.850000,60,100940,720
7015,20200305030000,280.050000,98,99370,-1170
7110,20200305030000,284.550000,98,98100,-1710
7149,20200305030000,281.750000,96,99000,-1310
7190,20200305030000,277.850000,85,98790,-750
7481,20200305030000,279.850000,89,97980,-750
7630,20200305030000,282.950000,97,99070,-930
7690,20200305030000,280.650000,59,100860,460
7015,20200305060000,280.350000,99,99060,-1520
7110,20200305060000,283.350000,97,97760,-1820
7149,20200305060000,281.650000,98,98530,-1750
7190,20200305060000,278.850000,93,98530,-1150
7481,20200305060000,281.550000,85,97590,-1210
7630,20200305060000,283.050000,97,98710,-1240
7690,20200305060000,281.150000,57,100740,50
7015,20200305090000,280.750000,99,98790,-1800
7110,20200305090000,280.950000,94,97870,-1600
7149,20200305090000,281.650000,97,98110,-2180
7190,20200305090000,279.350000,98,98230,-1520
7481,20200305090000,282.550000,89,97350,-1430
7630,20200305090000,286.950000,83,98560,-1380
7690,20200305090000,283.750000,53,100710,-190
7015,20200305120000,281.350000,98,98440,-2110
7110,20200305120000,281.150000,85,98430,-1120
7149,20200305120000,283.350000,98,97840,-2360
7190,20200305120000,281.250000,96,97740,-1920
7481,20200305120000,283.450000,91,97050,-1620
7630,20200305120000,284.150000,84,98800,-1080
7690,20200305120000,281.950000,87,100500,-500
7015,20200305150000,281.250000,97,98010,-2310
7110,20200305150000,281.450000,78,98880,-580
7149,20200305150000,284.250000,86,97520,-2360
7190,20200305150000,281.150000,97,97320,-2170
7481,20200305150000,284.050000,86,96930,-1590
7630,20200305150000,284.550000,82,98680,-1030
7690,20200305150000,282.250000,90,100160,-740
7015,20200305180000,281.150000,97,97880,-2320
7110,20200305180000,280.250000,71,99190,-130
7149,20200305180000,282.650000,90,97370,-2350
7190,20200305180000,282.950000,87,97350,-2050
7481,20200305180000,284.250000,71,96910,-1530
7630,20200305180000,282.950000,77,99020,-700
7690,20200305180000,281.350000,95,99780,-1170
7015,20200305210000,279.550000,94,97990,-1950
7110,20200305210000,277.850000,83,99190,30
7149,20200305210000,280.450000,89,97870,-1720
7190,20200305210000,281.950000,81,97240,-2070
7481,20200305210000,283.850000,66,97150,-1290
7630,20200305210000,281.450000,70,99260,-430
7690,20200305210000,282.850000,92,99610,-1400
7015,20200306000000,278.150000,91,98400,-1260
7110,20200306000000,277.150000,94,98960,230
7149,20200306000000,278.950000,87,98430,-930
7190,20200306000000,281.350000,78,97310,-1780
7481,20200306000000,281.850000,69,97440,-830
7630,20200306000000,280.850000,84,99230,-220
7690,20200306000000,284.250000,77,99520,-1420
7015,20200306030000,279.250000,94,98660,-710
7110,20200306030000,278.350000,94,98970,870
7149,20200306030000,279.250000,86,98670,-330
7190,20200306030000,280.350000,80,97420,-1370
7481,20200306030000,280.150000,62,97570,-410
7630,20200306030000,279.550000,88,99100,30
7690,20200306030000,283.050000,74,99530,-1330
7015,20200306060000,279.650000,92,99030,-30
7110,20200306060000,278.850000,75,99280,1520
7149,20200306060000,279.150000,87,98890,360
7190,20200306060000,279.650000,81,97720,-810
7481,20200306060000,277.950000,67,97640,50
7630,20200306060000,279.750000,89,99010,300
7690,20200306060000,279.450000,91,99580,-1160
7015,20200306090000,279.950000,86,99390,600
7110,20200306090000,280.350000,75,99710,1840
7149,20200306090000,279.550000,84,99210,1100
7190,20200306090000,279.650000,83,97950,-280
7481,20200306090000,281.150000,57,97630,280
7630,20200306090000,279.950000,86,99170,610
7690,20200306090000,284.650000,75,99620,-1090
7015,20200306120000,281.250000,71,99730,1290
7110,20200306120000,281.350000,80,99990,1560
7149,20200306120000,280.850000,76,99430,1590
7190,20200306120000,280.450000,81,98230,490
7481,20200306120000,283.050000,50,97650,600
7630,20200306120000,280.150000,87,99280,480
7690,20200306120000,286.550000,70,99650,-850
7015,20200306150000,281.150000,60,99990,1980
7110,20200306150000,283.050000,63,100210,1330
7149,20200306150000,282.750000,52,99620,2100
7190,20200306150000,279.950000,80,98510,1190
7481,20200306150000,283.250000,50,97700,770
7630,20200306150000,278.650000,86,99380,700
7690,20200306150000,286.250000,73,99590,-570
7015,20200306180000,278.850000,69,100340,2460
7110,20200306180000,281.050000,71,100490,1300
7149,20200306180000,281.150000,62,99980,2610
7190,20200306180000,279.650000,88,98880,1530
7481,20200306180000,281.950000,61,98020,1110
7630,20200306180000,280.050000,78,99670,650
7690,20200306180000,285.150000,78,99820,40
7015,20200306210000,278.050000,80,100610,2620
7110,20200306210000,280.450000,77,100710,1520
7149,20200306210000,278.850000,71,100280,2410
7190,20200306210000,279.450000,78,99190,1950
7481,20200306210000,280.350000,74,98380,1230
7630,20200306210000,279.350000,90,100080,820
7690,20200306210000,282.450000,79,100010,400
7015,20200307000000,276.850000,84,100860,2460
7110,20200307000000,279.150000,87,100880,1920
7149,20200307000000,277.550000,76,100510,2080
7190,20200307000000,279.150000,78,99450,2140
7481,20200307000000,279.250000,73,98630,1190
7630,20200307000000,278.650000,88,100260,1030
7690,20200307000000,282.650000,49,100180,660
7015,20200307030000,274.550000,87,101000,2340
7110,20200307030000,280.250000,93,100880,1910
7149,20200307030000,276.650000,86,100650,1980
7190,20200307030000,278.050000,77,99650,2230
7481,20200307030000,278.750000,80,98770,1200
7630,20200307030000,278.750000,88,100330,1230
7690,20200307030000,281.450000,47,100310,780
7015,20200307060000,273.250000,91,101160,2130
7110,20200307060000,282.550000,96,100920,1640
7149,20200307060000,275.450000,95,100840,1950
7190,20200307060000,277.050000,85,99930,2210
7481,20200307060000,277.450000,87,98970,1330
7630,20200307060000,278.150000,89,100510,1500
7690,20200307060000,280.450000,48,100580,1000
7015,20200307090000,279.550000,73,101320,1930
7110,20200307090000,284.250000,93,101010,1300
7149,20200307090000,280.650000,84,101060,1850
7190,20200307090000,279.050000,77,100210,2260
7481,20200307090000,280.250000,77,99210,1580
7630,20200307090000,281.050000,80,100730,1560
7690,20200307090000,285.950000,34,100840,1220
7015,20200307120000,282.950000,64,101400,1670
7110,20200307120000,285.950000,72,101010,1020
7149,20200307120000,283.450000,60,101110,1680
7190,20200307120000,280.350000,76,100310,2080
7481,20200307120000,282.050000,68,99320,1670
7630,20200307120000,283.450000,60,100810,1530
7690,20200307120000,288.450000,51,100940,1290
7015,20200307150000,282.750000,65,101330,1340
7110,20200307150000,285.250000,77,100890,680
7149,20200307150000,283.850000,59,101060,1440
7190,20200307150000,282.150000,62,100370,1860
7481,20200307150000,281.450000,67,99380,1680
7630,20200307150000,285.250000,53,100710,1330
7690,20200307150000,288.350000,55,100980,1390
7015,20200307180000,282.150000,74,101340,1000
7110,20200307180000,283.650000,89,100760,270
7149,20200307180000,283.050000,66,101130,1150
7190,20200307180000,279.250000,73,100510,1630
7481,20200307180000,279.750000,72,99500,1480
7630,20200307180000,282.750000,73,100810,1140
7690,20200307180000,286.550000,68,101190,1370
7015,20200307210000,282.050000,75,101270,660
7110,20200307210000,283.650000,88,100580,-130
7149,20200307210000,282.750000,73,101110,830
7190,20200307210000,276.050000,87,100610,1420
7481,20200307210000,276.550000,85,99600,1220
7630,20200307210000,282.750000,77,100880,800
7690,20200307210000,282.850000,57,101460,1450
7015,20200308000000,281.550000,82,101080,220
7110,20200308000000,283.750000,85,100270,-610
7149,20200308000000,281.650000,83,100960,450
7190,20200308000000,276.350000,84,100550,1100
7481,20200308000000,275.250000,87,99570,940
7630,20200308000000,282.150000,81,100820,560
7690,20200308000000,282.350000,53,101590,1410
7015,20200308030000,280.850000,88,100840,-160
7110,20200308030000,283.550000,98,100010,-870
7149,20200308030000,281.050000,88,100750,100
7190,20200308030000,276.350000,82,100390,740
7481,20200308030000,274.750000,88,99470,700
7630,20200308030000,280.450000,89,100640,310
7690,20200308030000,281.450000,51,101610,1300
7015,20200308060000,280.850000,84,100680,-480
7110,20200308060000,283.250000,93,100000,-920
7149,20200308060000,280.750000,87,100630,-210
7190,20200308060000,276.450000,79,100350,420
7481,20200308060000,274.650000,86,99460,490
7630,20200308060000,280.950000,93,100570,60
7690,20200308060000,280.550000,51,101700,1120
7015,20200308090000,281.350000,85,100590,-730
7110,20200308090000,283.650000,83,100070,-940
7149,20200308090000,282.950000,77,100540,-520
7190,20200308090000,278.650000,72,100340,130
7481,20200308090000,279.450000,69,99450,240
7630,20200308090000,281.850000,88,100660,-70
7690,20200308090000,285.750000,37,101850,1010
7015,20200308120000,283.250000,84,100460,-940
7110,20200308120000,284.650000,74,100130,-880
7149,20200308120000,282.950000,88,100370,-740
7190,20200308120000,283.750000,63,100080,-230
7481,20200308120000,284.650000,42,99240,-80
7630,20200308120000,287.450000,63,100520,-290
7690,20200308120000,288.250000,45,101810,870
7015,20200308150000,283.350000,87,100300,-1030
7110,20200308150000,283.850000,72,100130,-760
7149,20200308150000,282.850000,94,100160,-900
7190,20200308150000,285.450000,59,99770,-600
7481,20200308150000,287.050000,41,98950,-430
7630,20200308150000,287.250000,57,100330,-380
7690,20200308150000,287.350000,67,101640,660
7015,20200308180000,281.950000,80,100360,-980
7110,20200308180000,282.150000,80,100210,-550
7149,20200308180000,281.250000,90,100200,-930
7190,20200308180000,283.250000,67,99670,-840
7481,20200308180000,285.650000,40,98860,-640
7630,20200308180000,285.350000,77,100390,-420
7690,20200308180000,286.350000,76,101600,410
7015,20200308210000,281.050000,81,100380,-890
7110,20200308210000,280.650000,85,100400,-180
7149,20200308210000,280.950000,89,100220,-890
7190,20200308210000,282.450000,81,99590,-1020
7481,20200308210000,284.150000,60,98890,-710
7630,20200308210000,284.150000,87,100450,-430
7690,20200308210000,284.550000,80,101480,20
7015,20200309000000,280.050000,87,100400,-680
7110,20200309000000,280.250000,80,100580,310
7149,20200309000000,278.950000,87,100330,-630
7190,20200309000000,281.250000,90,99490,-1060
7481,20200309000000,283.150000,69,98820,-750
7630,20200309000000,283.250000,81,100440,-380
7690,20200309000000,282.350000,83,101280,-310
7015,20200309030000,279.050000,92,100450,-390
7110,20200309030000,280.150000,80,100710,700
7149,20200309030000,278.050000,90,100370,-380
7190,20200309030000,279.650000,86,99520,-870
7481,20200309030000,280.350000,82,98880,-590
7630,20200309030000,280.950000,86,100470,-170
7690,20200309030000,282.350000,80,100970,-640
7015,20200309060000,277.550000,89,100620,-60
7110,20200309060000,279.950000,80,100840,840
7149,20200309060000,277.950000,91,100510,-120
7190,20200309060000,279.050000,89,99650,-700
7481,20200309060000,279.650000,81,98960,-500
7630,20200309060000,281.250000,86,100540,-30
7690,20200309060000,282.250000,80,100830,-870
7015,20200309090000,281.650000,78,100850,260
7110,20200309090000,281.750000,87,101020,950
7149,20200309090000,280.150000,86,100750,210
7190,20200309090000,281.850000,72,99830,-510
7481,20200309090000,280.450000,83,99090,-360
7630,20200309090000,282.850000,84,100660,0
7690,20200309090000,286.550000,68,100760,-1090
7015,20200309120000,284.150000,60,100960,500
7110,20200309120000,283.850000,81,100990,860
7149,20200309120000,283.950000,64,100820,450
7190,20200309120000,283.550000,68,99880,-200
7481,20200309120000,279.850000,71,99140,-100
7630,20200309120000,284.850000,67,100690,170
7690,20200309120000,286.750000,73,100690,-1120
7015,20200309150000,283.650000,60,100980,680
7110,20200309150000,283.250000,91,100880,750
7149,20200309150000,285.550000,59,100790,630
7190,20200309150000,285.150000,50,99950,180
7481,20200309150000,282.050000,67,99110,160
7630,20200309150000,283.750000,77,100610,280
7690,20200309150000,286.850000,63,100710,-930
